crawled_datetime,url,product_name,title,price,price_changed_flag
20201205_120450,https://www.amazon.com/Bose-SoundLink-Micro-Bluetooth-speaker/dp/B0748N1BZD,Bose SoundLink Micro,"Bose SoundLink Micro, Portable Outdoor Speaker, (Wireless Bluetooth Connectivity), Black",99,0
20201205_120455,https://www.amazon.com/Bose-SoundLink-Color-Bluetooth-speaker/dp/B01HETFPTU,Bose SoundLink Color,Bose SoundLink Color Bluetooth Speaker II - Coral Red,129,0
20201205_121058,https://www.amazon.com/Kindle-Now-with-Built-in-Front-Light/dp/B07978J597,Kindle Reader,"Kindle - Now with a Built-in Front Light - Black - Ad-Supported (2019 release, 9th Gen)",89,0
20201205_121104,https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/dp/B07PXGQC1Q,Airpods,Apple AirPods with Charging Case (Wired),Not Found,0
20201205_121106,https://www.amazon.com/dp/B08J5MK16F/ref=fs_a_wt2_us1?th=1,Apple Watch Series 6,"New Apple Watch Series 6 (GPS, 44mm) - Space Gray Aluminum Case with Black Sport Band",414,0
20201205_121111,https://www.amazon.com/Bose-SoundLink-Micro-Bluetooth-speaker/dp/B0748N1BZD,Bose SoundLink Micro,"Bose SoundLink Micro, Portable Outdoor Speaker, (Wireless Bluetooth Connectivity), Black",99,0
20201205_121116,https://www.amazon.com/Bose-SoundLink-Color-Bluetooth-speaker/dp/B01HETFPTU,Bose SoundLink Color,Bose SoundLink Color Bluetooth Speaker II - Coral Red,129,0
20201205_121138,https://www.amazon.com/Kindle-Now-with-Built-in-Front-Light/dp/B07978J597,Kindle Reader,"Kindle - Now with a Built-in Front Light - Black - Ad-Supported (2019 release, 9th Gen)",89,0
20201205_121143,https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/dp/B07PXGQC1Q,Airpods,Not Found,Not Found,0
20201205_121147,https://www.amazon.com/dp/B08J5MK16F/ref=fs_a_wt2_us1?th=1,Apple Watch Series 6,Not Found,Not Found,1
20201205_121150,https://www.amazon.com/Bose-SoundLink-Micro-Bluetooth-speaker/dp/B0748N1BZD,Bose SoundLink Micro,"Bose SoundLink Micro, Portable Outdoor Speaker, (Wireless Bluetooth Connectivity), Black",99,0
20201205_121155,https://www.amazon.com/Bose-SoundLink-Color-Bluetooth-speaker/dp/B01HETFPTU,Bose SoundLink Color,Bose SoundLink Color Bluetooth Speaker II - Coral Red,129,0
20201205_121220,https://www.amazon.com/Kindle-Now-with-Built-in-Front-Light/dp/B07978J597,Kindle Reader,"Kindle - Now with a Built-in Front Light - Black - Ad-Supported (2019 release, 9th Gen)",89,0
20201205_121225,https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/dp/B07PXGQC1Q,Airpods,Apple AirPods with Charging Case (Wired),Not Found,0
20201205_121227,https://www.amazon.com/dp/B08J5MK16F/ref=fs_a_wt2_us1?th=1,Apple Watch Series 6,"New Apple Watch Series 6 (GPS, 44mm) - Space Gray Aluminum Case with Black Sport Band",414,0
20201205_121229,https://www.amazon.com/Bose-SoundLink-Micro-Bluetooth-speaker/dp/B0748N1BZD,Bose SoundLink Micro,Not Found,Not Found,1
20201205_121233,https://www.amazon.com/Bose-SoundLink-Color-Bluetooth-speaker/dp/B01HETFPTU,Bose SoundLink Color,Not Found,Not Found,1
20201205_121354,https://www.amazon.com/Kindle-Now-with-Built-in-Front-Light/dp/B07978J597,Kindle Reader,Not Found,Not Found,1
20201205_121358,https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/dp/B07PXGQC1Q,Airpods,Not Found,Not Found,0
20201205_121403,https://www.amazon.com/dp/B08J5MK16F/ref=fs_a_wt2_us1?th=1,Apple Watch Series 6,Not Found,Not Found,1
20201205_121406,https://www.amazon.com/Bose-SoundLink-Micro-Bluetooth-speaker/dp/B0748N1BZD,Bose SoundLink Micro,Not Found,Not Found,0
20201205_121414,https://www.amazon.com/Bose-SoundLink-Color-Bluetooth-speaker/dp/B01HETFPTU,Bose SoundLink Color,Not Found,Not Found,0
20201205_121727,https://www.amazon.com/Kindle-Now-with-Built-in-Front-Light/dp/B07978J597,Kindle Reader,Not Found,Not Found,0
20201205_121736,https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/dp/B07PXGQC1Q,Airpods,Not Found,Not Found,0
20201205_121744,https://www.amazon.com/dp/B08J5MK16F/ref=fs_a_wt2_us1?th=1,Apple Watch Series 6,Not Found,Not Found,0
20201205_121754,https://www.amazon.com/Bose-SoundLink-Micro-Bluetooth-speaker/dp/B0748N1BZD,Bose SoundLink Micro,Not Found,Not Found,0
20201205_121804,https://www.amazon.com/Bose-SoundLink-Color-Bluetooth-speaker/dp/B01HETFPTU,Bose SoundLink Color,Not Found,Not Found,0
20201205_121831,https://www.amazon.com/Kindle-Now-with-Built-in-Front-Light/dp/B07978J597,Kindle Reader,Not Found,Not Found,0
20201205_121837,https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/dp/B07PXGQC1Q,Airpods,Not Found,Not Found,0
20201205_121845,https://www.amazon.com/dp/B08J5MK16F/ref=fs_a_wt2_us1?th=1,Apple Watch Series 6,Not Found,Not Found,0
20201205_121855,https://www.amazon.com/Bose-SoundLink-Micro-Bluetooth-speaker/dp/B0748N1BZD,Bose SoundLink Micro,Not Found,Not Found,0
20201205_121858,https://www.amazon.com/Bose-SoundLink-Color-Bluetooth-speaker/dp/B01HETFPTU,Bose SoundLink Color,Not Found,Not Found,0
20201205_122021,https://www.amazon.com/Kindle-Now-with-Built-in-Front-Light/dp/B07978J597,Kindle Reader,Not Found,Not Found,0
20201205_122025,https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/dp/B07PXGQC1Q,Airpods,Not Found,Not Found,0
20201205_122030,https://www.amazon.com/dp/B08J5MK16F/ref=fs_a_wt2_us1?th=1,Apple Watch Series 6,Not Found,Not Found,0
20201205_122035,https://www.amazon.com/Bose-SoundLink-Micro-Bluetooth-speaker/dp/B0748N1BZD,Bose SoundLink Micro,Not Found,Not Found,0
20201205_122040,https://www.amazon.com/Bose-SoundLink-Color-Bluetooth-speaker/dp/B01HETFPTU,Bose SoundLink Color,Not Found,Not Found,0
20201210_103002,https://www.amazon.com/Kindle-Now-with-Built-in-Front-Light/dp/B07978J597,Kindle Reader,"Kindle - Now with a Built-in Front Light - Black - Ad-Supported (2019 release, 10th Gen)",89,0
20201210_103012,https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/dp/B07PXGQC1Q,Airpods,Apple AirPods with Charging Case (Wired),128,0
20201210_103023,https://www.amazon.com/dp/B08J5MK16F/ref=fs_a_wt2_us1?th=1,Apple Watch Series 6,"New Apple Watch Series 6 (GPS, 44mm) - Space Gray Aluminum Case with Black Sport Band",399,0
20201210_103030,https://www.amazon.com/Bose-SoundLink-Micro-Bluetooth-speaker/dp/B0748N1BZD,Bose SoundLink Micro,"Bose SoundLink Micro, Portable Outdoor Speaker, (Wireless Bluetooth Connectivity), Black",99,0
20201210_103041,https://www.amazon.com/Bose-SoundLink-Color-Bluetooth-speaker/dp/B01HETFPTU,Bose SoundLink Color,Bose SoundLink Color Bluetooth Speaker II - Coral Red,99,0
20201211_103002,https://www.amazon.com/Kindle-Now-with-Built-in-Front-Light/dp/B07978J597,Kindle Reader,"Kindle - Now with a Built-in Front Light - Black - Ad-Supported (2019 release, 10th Gen)",89,0
20201211_103012,https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/dp/B07PXGQC1Q,Airpods,Apple AirPods with Charging Case (Wired),128,0
20201211_103018,https://www.amazon.com/dp/B08J5MK16F/ref=fs_a_wt2_us1?th=1,Apple Watch Series 6,"New Apple Watch Series 6 (GPS, 44mm) - Space Gray Aluminum Case with Black Sport Band",409,1
20201211_103024,https://www.amazon.com/Bose-SoundLink-Micro-Bluetooth-speaker/dp/B0748N1BZD,Bose SoundLink Micro,"Bose SoundLink Micro, Portable Outdoor Speaker, (Wireless Bluetooth Connectivity), Black",99,0
20201211_103029,https://www.amazon.com/Bose-SoundLink-Color-Bluetooth-speaker/dp/B01HETFPTU,Bose SoundLink Color,Bose SoundLink Color Bluetooth Speaker II - Coral Red,99,0
20201211_200110,https://www.amazon.com/Kindle-Now-with-Built-in-Front-Light/dp/B07978J597,Kindle Reader,"Kindle - Now with a Built-in Front Light - Black - Ad-Supported (2019 release, 10th Gen)",89,0
20201211_200122,https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/dp/B07PXGQC1Q,Airpods,Apple AirPods with Charging Case (Wired),128,0
20201211_200126,https://www.amazon.com/dp/B08J5MK16F/ref=fs_a_wt2_us1?th=1,Apple Watch Series 6,"New Apple Watch Series 6 (GPS, 44mm) - Space Gray Aluminum Case with Black Sport Band",409,0
20201211_200131,https://www.amazon.com/Bose-SoundLink-Micro-Bluetooth-speaker/dp/B0748N1BZD,Bose SoundLink Micro,"Bose SoundLink Micro, Portable Outdoor Speaker, (Wireless Bluetooth Connectivity), Black",99,0
20201211_200135,https://www.amazon.com/Bose-SoundLink-Color-Bluetooth-speaker/dp/B01HETFPTU,Bose SoundLink Color,Bose SoundLink Color Bluetooth Speaker II - Coral Red,99,0
20201211_200517,https://www.amazon.com/Kindle-Now-with-Built-in-Front-Light/dp/B07978J597,Kindle Reader,"Kindle - Now with a Built-in Front Light - Black - Ad-Supported (2019 release, 10th Gen)",89,0
20201211_200524,https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/dp/B07PXGQC1Q,Airpods,Apple AirPods with Charging Case (Wired),128,0
20201211_200533,https://www.amazon.com/dp/B08J5MK16F/ref=fs_a_wt2_us1?th=1,Apple Watch Series 6,"New Apple Watch Series 6 (GPS, 44mm) - Space Gray Aluminum Case with Black Sport Band",409,0
20201211_200540,https://www.amazon.com/Bose-SoundLink-Micro-Bluetooth-speaker/dp/B0748N1BZD,Bose SoundLink Micro,"Bose SoundLink Micro, Portable Outdoor Speaker, (Wireless Bluetooth Connectivity), Black",99,0
20201211_200550,https://www.amazon.com/Bose-SoundLink-Color-Bluetooth-speaker/dp/B01HETFPTU,Bose SoundLink Color,Bose SoundLink Color Bluetooth Speaker II - Coral Red,99,0
20201211_200559,https://www.amazon.com/Bose-Speaker-Alexa-control-built/dp/B07FDF9B46/ref=sr_1_2?crid=3NGCQADMHK2DY&dchild=1&keywords=bose+home+speaker+500&qid=1607738589&sprefix=bose+home+spea%2Caps%2C176&sr=8-2,Bose HomeSpeaker 500,"Bose Home Speaker 500 with Alexa Voice Control Built-in, Black",299,0
20201212_103002,https://www.amazon.com/Kindle-Now-with-Built-in-Front-Light/dp/B07978J597,Kindle Reader,"Kindle - Now with a Built-in Front Light - Black - Ad-Supported (2019 release, 10th Gen)",89,0
20201212_103012,https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/dp/B07PXGQC1Q,Airpods,Apple AirPods with Charging Case (Wired),128,0
20201212_103024,https://www.amazon.com/dp/B08J5MK16F/ref=fs_a_wt2_us1?th=1,Apple Watch Series 6,"New Apple Watch Series 6 (GPS, 44mm) - Space Gray Aluminum Case with Black Sport Band",409,0
20201212_103034,https://www.amazon.com/Bose-SoundLink-Micro-Bluetooth-speaker/dp/B0748N1BZD,Bose SoundLink Micro,"Bose SoundLink Micro, Portable Outdoor Speaker, (Wireless Bluetooth Connectivity), Black",99,0
20201212_103044,https://www.amazon.com/Bose-SoundLink-Color-Bluetooth-speaker/dp/B01HETFPTU,Bose SoundLink Color,Bose SoundLink Color Bluetooth Speaker II - Coral Red,99,0
20201212_103049,https://www.amazon.com/Bose-Speaker-Alexa-control-built/dp/B07FDF9B46/ref=sr_1_2?crid=3NGCQADMHK2DY&dchild=1&keywords=bose+home+speaker+500&qid=1607738589&sprefix=bose+home+spea%2Caps%2C176&sr=8-2,Bose HomeSpeaker 500,"Bose Home Speaker 500 with Alexa Voice Control Built-in, Black",299,0
20201212_133004,https://www.amazon.com/Kindle-Now-with-Built-in-Front-Light/dp/B07978J597,Kindle Reader,"Kindle - Now with a Built-in Front Light - Black - Ad-Supported (2019 release, 10th Gen)",89,0
